,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
6524,GoAir,Banglore,Delhi,non-stop,2019,3,5,20,55,evening,2022,2,16,23,40,night,4240,No info
6525,Jet Airways,Delhi,Cochin,2 stops,2019,5,27,19,30,evening,2022,5,28,12,35,morning,15130,No info
6526,Vistara,Banglore,New Delhi,non-stop,2019,1,3,7,0,early morning,2022,2,16,9,40,morning,21521,No info
6527,IndiGo,Delhi,Cochin,non-stop,2019,3,3,5,35,early morning,2022,2,16,8,50,early morning,7674,No info
6528,IndiGo,Banglore,Delhi,non-stop,2019,6,18,20,0,evening,2022,2,16,22,50,night,4824,No info
6529,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,7,5,early morning,2022,2,16,19,0,evening,15191,In-flight meal not included
6530,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,8,25,early morning,2022,2,16,22,35,night,14782,No info
6531,IndiGo,Kolkata,Banglore,non-stop,2019,5,18,15,30,After noon,2022,2,16,18,5,evening,4805,No info
6532,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,13,0,After noon,2022,6,2,12,35,morning,10263,In-flight meal not included
6533,IndiGo,Delhi,Cochin,1 stop,2019,5,15,9,15,morning,2022,2,16,21,0,night,7504,No info
6534,Jet Airways,Banglore,Delhi,non-stop,2019,6,15,11,10,morning,2022,2,16,14,5,After noon,8017,No info
6535,IndiGo,Mumbai,Hyderabad,non-stop,2019,9,6,6,25,early morning,2022,2,16,7,55,early morning,4050,No info
6536,Air India,Banglore,New Delhi,1 stop,2019,3,3,5,50,early morning,2022,2,16,12,55,morning,12390,No info
6537,SpiceJet,Chennai,Kolkata,non-stop,2019,12,5,17,45,evening,2022,2,16,20,5,evening,3598,No info
6538,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,11,30,morning,2022,5,16,1,30,late night,13728,No info
6539,Jet Airways,Mumbai,Hyderabad,non-stop,2019,1,5,2,55,late night,2022,2,16,4,20,late night,5679,No info
6540,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,10,20,morning,2022,2,16,21,0,night,7671,No info
6541,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,14,5,After noon,2022,2,16,23,35,night,10845,In-flight meal not included
6542,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,16,30,After noon,2022,4,2,18,15,evening,7065,In-flight meal not included
6543,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,9,0,morning,2022,2,16,21,0,night,8931,No info
6544,Air Asia,Banglore,Delhi,non-stop,2019,1,4,4,55,late night,2022,2,16,7,45,early morning,4283,No info
6545,IndiGo,Banglore,Delhi,non-stop,2019,6,21,8,30,early morning,2022,2,16,11,20,morning,4824,No info
6546,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,7,5,early morning,2022,5,10,4,25,late night,12374,In-flight meal not included
6547,Jet Airways,Banglore,New Delhi,1 stop,2019,9,3,7,0,early morning,2022,2,16,20,20,evening,11088,In-flight meal not included
6548,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,21,50,night,2022,6,4,4,25,late night,16080,No info
6549,IndiGo,Delhi,Cochin,non-stop,2019,12,6,5,35,early morning,2022,2,16,8,50,early morning,5602,No info
6550,SpiceJet,Mumbai,Hyderabad,non-stop,2019,9,6,5,45,early morning,2022,2,16,7,15,early morning,2754,No info
6551,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,22,50,night,2022,6,28,4,25,late night,12899,In-flight meal not included
6552,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,13,0,After noon,2022,2,16,21,0,night,15604,No info
6553,IndiGo,Kolkata,Banglore,non-stop,2019,12,4,9,35,morning,2022,2,16,12,20,morning,4175,No info
6554,IndiGo,Banglore,New Delhi,non-stop,2019,3,24,20,0,evening,2022,2,16,22,55,night,6145,No info
6555,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,8,25,early morning,2022,2,16,18,15,evening,14782,No info
6556,IndiGo,Delhi,Cochin,1 stop,2019,6,15,21,50,night,2022,6,16,3,35,late night,6196,No info
6557,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,6,30,early morning,2022,5,7,8,15,early morning,8587,In-flight meal not included
6558,IndiGo,Banglore,New Delhi,non-stop,2019,1,3,22,20,night,2022,3,2,1,10,late night,11935,No info
6559,Air India,Kolkata,Banglore,2 stops,2019,5,15,7,0,early morning,2022,5,16,5,25,early morning,14425,No info
6560,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,7,5,early morning,2022,2,16,19,0,evening,18582,No info
6561,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,21,10,night,2022,5,13,4,40,late night,13942,No info
6562,Jet Airways,Banglore,Delhi,non-stop,2019,6,5,18,55,evening,2022,2,16,22,0,night,7230,No info
6563,SpiceJet,Kolkata,Banglore,non-stop,2019,5,15,6,55,early morning,2022,2,16,9,30,morning,3874,No info
6564,Jet Airways,Delhi,Cochin,1 stop,2019,12,6,11,30,morning,2022,2,16,19,0,evening,14715,No info
6565,Air Asia,Kolkata,Banglore,2 stops,2019,3,24,15,25,After noon,2022,2,16,22,55,night,11246,No info
6566,IndiGo,Delhi,Cochin,1 stop,2019,5,27,11,25,morning,2022,5,28,1,30,late night,6105,No info
6567,IndiGo,Delhi,Cochin,1 stop,2019,6,3,7,35,early morning,2022,2,16,22,20,night,7095,No info
6568,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,6,30,early morning,2022,3,25,4,45,late night,10032,In-flight meal not included
6569,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,5,45,early morning,2022,2,16,12,0,morning,13942,No info
6570,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,19,0,evening,2022,6,25,1,30,late night,7199,No info
6571,SpiceJet,Banglore,New Delhi,non-stop,2019,3,24,9,35,morning,2022,2,16,12,30,morning,3874,No check-in baggage included
6572,Air India,Kolkata,Banglore,non-stop,2019,12,3,14,15,After noon,2022,2,16,16,45,After noon,5748,No info
6573,Air India,Mumbai,Hyderabad,non-stop,2019,6,15,19,30,evening,2022,2,16,20,45,evening,3101,No info
6574,Air India,Kolkata,Banglore,1 stop,2019,6,5,9,10,morning,2022,2,16,13,15,After noon,8997,No info
6575,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,10,35,morning,2022,2,16,19,0,evening,9104,No info
6576,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,18,40,evening,2022,3,2,9,30,morning,31826,1 Long layover
6577,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,16,30,After noon,2022,5,16,10,5,morning,14782,No info
6578,Jet Airways,Banglore,Delhi,non-stop,2019,5,18,8,20,early morning,2022,2,16,11,20,morning,7230,No info
6579,IndiGo,Banglore,New Delhi,non-stop,2019,1,3,23,30,night,2022,3,2,2,20,late night,10068,No info
6580,Jet Airways,Delhi,Cochin,2 stops,2019,9,4,9,40,morning,2022,4,10,4,25,late night,10910,No info
6581,IndiGo,Kolkata,Banglore,non-stop,2019,4,27,15,30,After noon,2022,2,16,18,5,evening,4805,No info
6582,Jet Airways,Mumbai,Hyderabad,non-stop,2019,1,6,2,55,late night,2022,2,16,4,20,late night,4051,In-flight meal not included
6583,Jet Airways,Kolkata,Banglore,1 stop,2019,5,15,20,25,evening,2022,5,16,23,35,night,14152,No info
6584,SpiceJet,Kolkata,Banglore,non-stop,2019,1,6,6,55,early morning,2022,2,16,9,30,morning,3842,No check-in baggage included
6585,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,14,5,After noon,2022,2,16,19,50,evening,14782,No info
6586,Vistara,Kolkata,Banglore,1 stop,2019,9,6,17,0,evening,2022,2,16,23,25,night,9871,No info
6587,Air India,Delhi,Cochin,1 stop,2019,5,27,13,30,After noon,2022,2,16,23,0,night,8908,No info
6588,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,22,50,night,2022,3,2,7,40,early morning,26891,No info
6589,GoAir,Delhi,Cochin,1 stop,2019,4,15,7,0,early morning,2022,2,16,12,55,morning,6196,No info
6590,Jet Airways,Banglore,New Delhi,1 stop,2019,3,21,14,5,After noon,2022,2,16,19,10,evening,7833,In-flight meal not included
6591,Multiple carriers Premium economy,Delhi,Cochin,1 stop,2019,3,21,8,55,early morning,2022,2,16,15,30,After noon,11270,No info
6592,Vistara,Banglore,New Delhi,non-stop,2019,3,24,16,0,After noon,2022,2,16,18,35,evening,5614,No info
6593,IndiGo,Banglore,Delhi,non-stop,2019,1,5,0,30,late night,2022,2,16,3,25,late night,4285,No info
6594,Vistara,Banglore,Delhi,non-stop,2019,6,5,21,0,night,2022,2,16,23,50,night,4669,No info
6595,Air India,Delhi,Cochin,1 stop,2019,3,3,8,0,early morning,2022,2,16,19,15,evening,15198,No info
6596,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,8,25,early morning,2022,2,16,16,20,After noon,9900,In-flight meal not included
6597,GoAir,Delhi,Cochin,1 stop,2019,6,27,10,35,morning,2022,2,16,19,35,evening,3949,No info
6598,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,8,55,early morning,2022,3,16,8,15,early morning,10406,In-flight meal not included
6599,Multiple carriers,Delhi,Cochin,3 stops,2019,9,6,11,35,morning,2022,6,10,1,30,late night,15420,No info
6600,Multiple carriers,Delhi,Cochin,1 stop,2019,3,3,8,25,early morning,2022,2,16,18,50,evening,15136,No info
6601,Multiple carriers Premium economy,Delhi,Cochin,1 stop,2019,3,21,6,0,early morning,2022,2,16,12,35,morning,13370,No info
6602,Jet Airways,Delhi,Cochin,2 stops,2019,6,27,11,40,morning,2022,2,16,19,0,evening,18805,No info
6603,Air Asia,Delhi,Cochin,1 stop,2019,9,5,20,45,evening,2022,5,10,7,10,early morning,6752,No info
6604,Air India,Kolkata,Banglore,1 stop,2019,9,5,20,30,evening,2022,5,10,8,55,early morning,10204,No info
6605,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,7,0,early morning,2022,2,16,21,20,night,27993,No info
6606,Air India,Delhi,Cochin,2 stops,2019,12,6,7,10,early morning,2022,2,16,19,15,evening,12489,No info
6607,Jet Airways,Banglore,Delhi,non-stop,2019,12,4,7,10,early morning,2022,2,16,10,10,morning,5199,In-flight meal not included
6608,Jet Airways,Banglore,Delhi,non-stop,2019,1,5,17,45,evening,2022,2,16,20,45,evening,7230,No info
6609,Air India,Kolkata,Banglore,2 stops,2019,12,6,5,50,early morning,2022,2,16,23,15,night,12724,No info
6610,Air India,Mumbai,Hyderabad,2 stops,2019,6,3,6,0,early morning,2022,3,7,9,10,morning,13170,No info
6611,Air India,Kolkata,Banglore,2 stops,2019,5,15,9,25,morning,2022,2,16,18,20,evening,8367,No info
6612,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,6,0,early morning,2022,2,16,21,0,night,7671,No info
6613,Jet Airways,Banglore,Delhi,non-stop,2019,1,4,6,0,early morning,2022,2,16,8,45,early morning,7230,No info
6614,Vistara,Banglore,Delhi,non-stop,2019,1,6,21,0,night,2022,2,16,23,50,night,4669,No info
6615,Air Asia,Delhi,Cochin,1 stop,2019,9,3,20,10,evening,2022,3,10,7,10,early morning,8328,No info
6616,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,20,55,evening,2022,5,22,12,35,morning,12899,In-flight meal not included
6617,IndiGo,Kolkata,Banglore,1 stop,2019,6,5,6,20,early morning,2022,2,16,10,20,morning,4227,No info
6618,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,19,15,evening,2022,6,28,19,0,evening,10263,In-flight meal not included
6619,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,4,55,late night,2022,2,16,19,0,evening,10679,No info
6620,Air India,Delhi,Cochin,2 stops,2019,3,21,17,15,evening,2022,3,22,7,40,early morning,8053,No info
6621,GoAir,Banglore,New Delhi,non-stop,2019,3,24,11,40,morning,2022,2,16,14,35,After noon,3899,No info
6622,Air Asia,Kolkata,Banglore,non-stop,2019,12,6,10,20,morning,2022,2,16,12,55,morning,3808,No info
6623,IndiGo,Delhi,Cochin,1 stop,2019,3,6,9,15,morning,2022,2,16,21,0,night,6839,No info
6624,Jet Airways,Delhi,Cochin,2 stops,2019,6,24,5,30,early morning,2022,2,16,19,0,evening,13015,No info
6625,IndiGo,Kolkata,Banglore,non-stop,2019,12,4,14,25,After noon,2022,2,16,16,55,After noon,5225,No info
6626,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,13,0,After noon,2022,6,7,1,30,late night,13378,No info
6627,GoAir,Delhi,Cochin,1 stop,2019,5,21,7,0,early morning,2022,2,16,12,55,morning,6634,No info
6628,Air Asia,Kolkata,Banglore,1 stop,2019,5,24,7,35,early morning,2022,2,16,23,30,night,5193,No info
6629,IndiGo,Banglore,Delhi,non-stop,2019,4,18,22,10,night,2022,4,19,1,0,late night,4592,No info
6630,Air India,Kolkata,Banglore,non-stop,2019,12,5,20,45,evening,2022,2,16,23,20,night,4881,No info
6631,Jet Airways,Banglore,Delhi,non-stop,2019,4,27,17,45,evening,2022,2,16,20,45,evening,7230,No info
6632,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,19,45,evening,2022,5,10,4,25,late night,12374,In-flight meal not included
6633,Air India,Delhi,Cochin,non-stop,2019,4,27,14,10,After noon,2022,2,16,17,10,evening,6095,No info
6634,Jet Airways,Delhi,Cochin,1 stop,2019,12,6,20,55,evening,2022,6,13,12,35,morning,10263,In-flight meal not included
6635,Jet Airways,Delhi,Cochin,2 stops,2019,9,4,11,40,morning,2022,2,16,19,0,evening,15440,No info
6636,IndiGo,Banglore,Delhi,non-stop,2019,6,5,23,30,night,2022,5,7,2,20,late night,4078,No info
6637,GoAir,Banglore,Delhi,non-stop,2019,5,18,20,55,evening,2022,2,16,23,40,night,4633,No info
6638,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,9,35,morning,2022,2,16,18,0,evening,12693,No info
6639,IndiGo,Kolkata,Banglore,1 stop,2019,4,24,19,20,evening,2022,2,16,23,45,night,3481,No info
6640,Multiple carriers,Delhi,Cochin,2 stops,2019,5,18,17,50,evening,2022,5,19,1,30,late night,19361,No info
6641,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,11,40,morning,2022,3,16,8,15,early morning,9135,In-flight meal not included
6642,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,14,0,After noon,2022,2,16,21,0,night,13588,No info
6643,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,17,30,evening,2022,5,10,19,0,evening,15555,No info
6644,Jet Airways,Banglore,New Delhi,non-stop,2019,9,3,19,55,evening,2022,2,16,22,35,night,7230,No info
6645,IndiGo,Delhi,Cochin,1 stop,2019,6,3,8,35,early morning,2022,2,16,22,20,night,7515,No info
6646,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,8,0,early morning,2022,2,16,21,0,night,13588,No info
6647,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,7,10,early morning,2022,2,16,10,10,morning,7230,In-flight meal not included
6648,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,2,15,late night,2022,6,2,4,25,late night,10263,In-flight meal not included
6649,IndiGo,Delhi,Cochin,1 stop,2019,3,3,7,30,early morning,2022,2,16,21,0,night,14872,No info
6650,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,8,45,early morning,2022,2,16,19,0,evening,10530,No info
6651,IndiGo,Delhi,Cochin,1 stop,2019,12,6,7,35,early morning,2022,2,16,22,30,night,6443,No info
6652,IndiGo,Kolkata,Banglore,1 stop,2019,5,21,15,15,After noon,2022,2,16,20,5,evening,5171,No info
6653,IndiGo,Delhi,Cochin,1 stop,2019,5,15,7,35,early morning,2022,2,16,22,30,night,6443,No info
6654,IndiGo,Banglore,Delhi,non-stop,2019,5,27,0,30,late night,2022,2,16,3,25,late night,3420,No info
6655,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,20,35,evening,2022,3,7,10,25,morning,17262,No info
6656,SpiceJet,Chennai,Kolkata,non-stop,2019,6,24,8,20,early morning,2022,2,16,10,35,morning,3544,No check-in baggage included
6657,Air Asia,Banglore,Delhi,non-stop,2019,12,5,11,10,morning,2022,2,16,13,55,After noon,3384,No info
6659,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,18,55,evening,2022,3,13,11,25,morning,11088,In-flight meal not included
6660,Jet Airways,Banglore,Delhi,non-stop,2019,4,18,7,10,early morning,2022,2,16,10,10,morning,7230,No info
6661,Multiple carriers,Delhi,Cochin,1 stop,2019,9,3,4,45,late night,2022,2,16,19,15,evening,11250,No info
6662,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,7,0,early morning,2022,2,16,23,0,night,16737,No info
6663,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,17,30,evening,2022,6,25,4,25,late night,10263,In-flight meal not included
6664,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,14,0,After noon,2022,2,16,19,0,evening,10263,In-flight meal not included
6665,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,15,2,55,late night,2022,2,16,4,20,late night,5679,No info
6666,Multiple carriers,Delhi,Cochin,1 stop,2019,3,21,9,0,morning,2022,2,16,15,30,After noon,8308,No info
6667,Air India,Delhi,Cochin,1 stop,2019,5,18,17,20,evening,2022,5,19,9,25,morning,7691,No info
6668,Jet Airways,Delhi,Cochin,2 stops,2019,5,18,13,25,After noon,2022,5,19,12,35,morning,16705,No info
6669,Air India,Delhi,Cochin,1 stop,2019,9,3,4,0,late night,2022,3,10,7,40,early morning,10316,No info
6671,Air India,Kolkata,Banglore,1 stop,2019,3,24,7,0,early morning,2022,3,25,8,55,early morning,12174,No info
6672,Air India,Kolkata,Banglore,1 stop,2019,3,4,19,0,evening,2022,4,4,11,5,morning,4228,No info
6673,IndiGo,Banglore,Delhi,non-stop,2019,12,6,6,5,early morning,2022,2,16,8,50,early morning,3944,No info
6674,Jet Airways,Banglore,Delhi,non-stop,2019,1,6,11,10,morning,2022,2,16,14,5,After noon,7230,In-flight meal not included
6675,Vistara,Kolkata,Banglore,1 stop,2019,5,15,7,10,early morning,2022,2,16,20,20,evening,8611,No info
6676,IndiGo,Banglore,New Delhi,non-stop,2019,9,3,7,10,early morning,2022,2,16,10,5,morning,7304,No info
6677,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,18,40,evening,2022,3,16,7,40,early morning,10973,In-flight meal not included
6678,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,10,20,morning,2022,2,16,21,0,night,7671,No info
6679,Air India,Delhi,Cochin,1 stop,2019,5,15,10,0,morning,2022,2,16,19,15,evening,8373,No info
6680,IndiGo,Delhi,Cochin,1 stop,2019,1,6,15,0,After noon,2022,6,2,1,30,late night,6629,No info
6681,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,13,0,After noon,2022,6,10,12,35,morning,10263,In-flight meal not included
6682,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,16,30,After noon,2022,5,25,9,20,morning,14179,No info
6683,Jet Airways,Delhi,Cochin,2 stops,2019,3,27,5,10,early morning,2022,2,16,18,50,evening,8519,In-flight meal not included
6684,Jet Airways,Delhi,Cochin,2 stops,2019,6,24,14,35,After noon,2022,6,25,12,35,morning,13377,No info
6685,Vistara,Kolkata,Banglore,1 stop,2019,12,6,17,0,evening,2022,6,13,10,45,morning,8453,No info
6686,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,2,15,late night,2022,2,16,12,35,morning,18372,No info
6687,SpiceJet,Mumbai,Hyderabad,non-stop,2019,3,4,13,15,After noon,2022,2,16,14,45,After noon,1966,No check-in baggage included
6688,Jet Airways,Delhi,Cochin,2 stops,2019,1,6,19,30,evening,2022,6,2,12,35,morning,10369,In-flight meal not included
6689,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,20,25,evening,2022,5,7,18,0,evening,11468,No info
6690,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,16,30,After noon,2022,5,10,4,40,late night,14782,No info
6691,Air India,Mumbai,Hyderabad,1 stop,2019,6,3,20,15,evening,2022,3,7,9,15,morning,9536,No info
6692,Air India,Mumbai,Hyderabad,non-stop,2019,3,4,21,5,night,2022,2,16,22,25,night,2051,No info
6693,Jet Airways,Delhi,Cochin,2 stops,2019,12,6,19,30,evening,2022,6,13,4,25,late night,10369,In-flight meal not included
6694,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,8,25,early morning,2022,2,16,22,35,night,10032,In-flight meal not included
6695,SpiceJet,Kolkata,Banglore,non-stop,2019,4,21,9,0,morning,2022,2,16,11,25,morning,4492,No info
6696,Jet Airways,Banglore,Delhi,non-stop,2019,5,15,17,45,evening,2022,2,16,20,45,evening,7230,No info
6697,SpiceJet,Banglore,New Delhi,1 stop,2019,3,3,10,20,morning,2022,2,16,18,15,evening,11402,No info
6698,IndiGo,Chennai,Kolkata,non-stop,2019,6,27,14,45,After noon,2022,2,16,17,5,evening,3598,No info
6699,Vistara,Kolkata,Banglore,1 stop,2019,12,6,17,0,evening,2022,6,13,9,5,morning,7928,No info
6700,SpiceJet,Kolkata,Banglore,non-stop,2019,1,5,9,0,morning,2022,2,16,11,25,morning,4175,No info
6701,Air India,Kolkata,Banglore,1 stop,2019,1,5,7,0,early morning,2022,2,16,16,15,After noon,10204,No info
6702,Vistara,Kolkata,Banglore,1 stop,2019,9,5,7,10,early morning,2022,2,16,20,20,evening,8611,No info
6703,Jet Airways,Banglore,Delhi,non-stop,2019,12,6,15,15,After noon,2022,2,16,18,10,evening,5770,In-flight meal not included
6704,IndiGo,Kolkata,Banglore,non-stop,2019,1,5,11,30,morning,2022,2,16,14,5,After noon,5645,No info
6705,Jet Airways,Banglore,Delhi,non-stop,2019,3,6,7,10,early morning,2022,2,16,10,10,morning,5770,In-flight meal not included
6706,Jet Airways,Banglore,Delhi,non-stop,2019,5,15,6,0,early morning,2022,2,16,8,45,early morning,7230,No info
6707,IndiGo,Kolkata,Banglore,1 stop,2019,9,6,6,20,early morning,2022,2,16,10,20,morning,4227,No info
6708,IndiGo,Banglore,New Delhi,1 stop,2019,9,3,12,5,morning,2022,2,16,17,5,evening,4589,No info
6709,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,21,10,20,morning,2022,2,16,11,50,morning,4996,In-flight meal not included
6710,Jet Airways,Delhi,Cochin,1 stop,2019,1,4,17,30,evening,2022,4,2,12,35,morning,5407,In-flight meal not included
6711,SpiceJet,Kolkata,Banglore,non-stop,2019,6,24,17,10,evening,2022,2,16,19,40,evening,3874,No info
6712,Jet Airways,Delhi,Cochin,1 stop,2019,6,3,11,30,morning,2022,2,16,18,50,evening,17025,No info
6713,SpiceJet,Delhi,Cochin,1 stop,2019,9,6,8,45,early morning,2022,2,16,13,15,After noon,5159,No check-in baggage included
6714,Jet Airways,Mumbai,Hyderabad,non-stop,2019,1,5,10,20,morning,2022,2,16,11,50,morning,8041,No info
6715,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,5,45,early morning,2022,2,16,16,20,After noon,10845,In-flight meal not included
6716,Air India,Chennai,Kolkata,non-stop,2019,12,5,11,40,morning,2022,2,16,13,55,After noon,4668,No info
6717,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,4,19,35,evening,2022,2,16,21,5,night,5679,No info
6718,Air India,Kolkata,Banglore,2 stops,2019,12,5,5,50,early morning,2022,2,16,20,25,evening,12514,No info
6719,Jet Airways,Banglore,Delhi,non-stop,2019,6,27,7,10,early morning,2022,2,16,10,10,morning,8017,No info
6720,SpiceJet,Chennai,Kolkata,non-stop,2019,1,6,17,45,evening,2022,2,16,20,5,evening,3544,No check-in baggage included
6721,Jet Airways,Delhi,Cochin,1 stop,2019,3,21,17,30,evening,2022,3,22,4,25,late night,5964,In-flight meal not included
